n, k, kPlace, ok, back
63,4,4,1,137
63,4,4,1,6
63,4,4,1,20
63,4,4,1,1
63,4,4,1,26
63,4,4,1,0
63,4,4,1,1
63,4,4,1,3
63,4,4,1,0
63,4,4,1,0
63,4,4,1,5
63,4,4,1,16
63,4,4,1,1
63,4,4,1,16
63,4,4,1,4
63,4,4,1,2
63,4,4,1,1
63,4,4,1,1
63,4,4,1,0
63,4,4,1,162
63,4,4,1,7
63,4,4,1,662
63,4,4,1,7
63,4,4,1,3
63,4,4,1,2
63,4,4,1,10
63,4,4,1,14
63,4,4,1,2
63,4,4,1,22
63,4,4,1,1
63,4,4,1,4
63,4,4,1,0
63,4,4,1,0
63,4,4,1,0
63,4,4,1,40
63,4,4,1,60
63,4,4,1,0
63,4,4,1,1
63,4,4,1,1
63,4,4,1,10
63,4,4,1,31
63,4,4,1,58
63,4,4,1,42
63,4,4,1,10
63,4,4,1,3
63,4,4,1,97
63,4,4,1,2
63,4,4,1,21
63,4,4,1,0
63,4,4,1,27
63,4,4,1,10
63,4,4,1,48
63,4,4,1,46
63,4,4,1,0
63,4,4,1,40
63,4,4,1,223
63,4,4,1,18
63,4,4,1,12
63,4,4,1,36
63,4,4,1,0
63,4,4,1,28
63,4,4,1,72
63,4,4,1,23
63,4,4,1,0
63,4,4,1,0
63,4,4,1,97
63,4,4,1,1
63,4,4,1,2
63,4,4,1,33
63,4,4,1,72
63,4,4,1,29
63,4,4,1,3
63,4,4,1,7
63,4,4,1,1
63,4,4,1,32
63,4,4,1,5
63,4,4,1,0
63,4,4,1,23
63,4,4,1,12
63,4,4,1,34
63,4,4,1,1
63,4,4,1,1
63,4,4,1,27
63,4,4,1,4
63,4,4,1,18
63,4,4,1,3
63,4,4,1,314
63,4,4,1,1
63,4,4,1,202
63,4,4,1,8084
63,4,4,1,2
63,4,4,1,5
63,5,5,1,55
63,5,5,1,198
63,5,5,1,1
63,5,5,1,11
63,5,5,1,11
63,5,5,1,49
63,5,5,1,0
63,5,5,1,6
63,5,5,1,2
63,5,5,1,5
63,5,5,1,299
63,5,5,1,47
63,5,5,1,21
63,5,5,1,12
63,5,5,1,0
63,5,5,1,2
63,5,5,1,7
63,5,5,1,24
63,5,5,1,19
63,5,5,1,5
63,5,5,1,27
63,5,5,1,0
63,5,5,1,0
63,5,5,1,9
63,5,5,1,18
63,5,5,1,1
63,5,5,1,1
63,5,5,1,95
63,5,5,1,10
63,5,5,1,0
63,5,5,1,24
63,5,5,1,15
63,5,5,1,5
63,5,5,1,4
63,5,5,1,9
63,5,5,1,3
63,5,5,1,2
63,5,5,1,96
63,5,5,1,5
63,5,5,1,90
63,5,5,1,1
63,5,5,1,0
63,5,5,1,0
63,5,5,1,48
63,5,5,1,37
63,5,5,1,19
63,5,5,1,2
63,5,5,1,32
63,5,5,1,36
63,5,5,1,1
63,5,5,1,5
63,5,5,1,3
63,5,5,1,1
63,5,5,1,5
63,5,5,1,1
63,5,5,1,121
63,5,5,1,26
63,5,5,1,0
63,5,5,1,28
63,5,5,1,9
63,5,5,1,6
63,5,5,1,365
63,5,5,1,2
63,5,5,1,42
63,5,5,1,0
63,5,5,1,21
63,5,5,1,80
63,5,5,1,24
63,5,5,1,52
63,5,5,1,0
63,5,5,1,3
63,5,5,1,0
63,5,5,1,9
63,5,5,1,14
63,5,5,1,60
63,5,5,1,51
63,5,5,1,9
63,5,5,1,39
63,5,5,1,15
63,5,5,1,7
63,5,5,1,21
63,5,5,1,1
63,5,5,1,12
63,5,5,1,5
63,5,5,1,15
63,5,5,1,0
63,5,5,1,10
63,5,5,1,5
63,5,5,1,48
63,5,5,1,6
63,5,5,1,1
63,5,5,1,1
63,5,5,1,7
63,5,5,1,0
63,5,5,1,0
63,5,5,1,244
63,5,5,1,3
63,5,5,1,5
63,5,5,1,14
63,5,5,1,1
63,6,6,1,1
63,6,6,1,4
63,6,6,1,1
63,6,6,1,0
63,6,6,1,2
63,6,6,1,3
63,6,6,1,3
63,6,6,1,12
63,6,6,1,18
63,6,6,1,56
63,6,6,1,56
63,6,6,1,361
63,6,6,1,4
63,6,6,1,1
63,6,6,1,2
63,6,6,1,2
63,6,6,1,7
63,6,6,1,1
63,6,6,1,31
63,6,6,1,2
63,6,6,1,77
63,6,6,1,12
63,6,6,1,9
63,6,6,1,2
63,6,6,1,13
63,6,6,1,21
63,6,6,1,1
63,6,6,1,0
63,6,6,1,7
63,6,6,1,13
63,6,6,1,5
63,6,6,1,138
63,6,6,1,41
63,6,6,1,1
63,6,6,1,36
63,6,6,1,24
63,6,6,1,12
63,6,6,1,3
63,6,6,1,0
63,6,6,1,40
63,6,6,1,2
63,6,6,1,0
63,6,6,1,51
63,6,6,1,8
63,6,6,1,0
63,6,6,1,0
63,6,6,1,0
63,6,6,1,1
63,6,6,1,3
63,6,6,1,3
63,6,6,1,12
63,6,6,1,1
63,6,6,1,1
63,6,6,1,0
63,6,6,1,13
63,6,6,1,4
63,6,6,1,0
63,6,6,1,5
63,6,6,1,3
63,6,6,1,31
63,6,6,1,8
63,6,6,1,6
63,6,6,1,7
63,6,6,1,3
63,6,6,1,4
63,6,6,1,2
63,6,6,1,0
63,6,6,1,6
63,6,6,1,0
63,6,6,1,29
63,6,6,1,0
63,6,6,1,5
63,6,6,1,6
63,6,6,1,14
63,6,6,1,0
63,6,6,1,0
63,6,6,1,4
63,6,6,1,1
63,6,6,1,0
63,6,6,1,0
63,6,6,1,4
63,6,6,1,5
63,6,6,1,0
63,6,6,1,78
63,6,6,1,3
63,6,6,1,11
63,6,6,1,0
63,6,6,1,1
63,6,6,1,2
63,6,6,1,9
63,6,6,1,2
63,6,6,1,0
63,6,6,1,1
63,6,6,1,1
63,6,6,1,10
63,6,6,1,2816
63,6,6,1,10
63,6,6,1,5
63,6,6,1,1
63,6,6,1,5
63,7,7,1,1
63,7,7,1,12
63,7,7,1,12
63,7,7,1,7
63,7,7,1,0
63,7,7,1,3
63,7,7,1,83
63,7,7,1,0
63,7,7,1,1
63,7,7,1,16
63,7,7,1,0
63,7,7,1,0
63,7,7,1,8
63,7,7,1,3
63,7,7,1,5
63,7,7,1,0
63,7,7,1,0
63,7,7,1,0
63,7,7,1,4
63,7,7,1,3
63,7,7,1,7
63,7,7,1,7
63,7,7,1,3
63,7,7,1,0
63,7,7,1,5
63,7,7,1,15
63,7,7,1,19
63,7,7,1,49
63,7,7,1,0
63,7,7,1,210
63,7,7,1,5
63,7,7,1,237
63,7,7,1,0
63,7,7,1,4
63,7,7,1,2
63,7,7,1,6
63,7,7,1,3
63,7,7,1,1
63,7,7,1,6
63,7,7,1,1
63,7,7,1,20
63,7,7,1,12
63,7,7,1,4
63,7,7,1,13
63,7,7,1,2
63,7,7,1,1
63,7,7,1,0
63,7,7,1,73
63,7,7,1,1
63,7,7,1,0
63,7,7,1,1
63,7,7,1,0
63,7,7,1,5
63,7,7,1,4
63,7,7,1,49
63,7,7,1,6
63,7,7,1,58
63,7,7,1,7
63,7,7,1,5
63,7,7,1,2
63,7,7,1,1222
63,7,7,1,17
63,7,7,1,15
63,7,7,1,4
63,7,7,1,4
63,7,7,1,1
63,7,7,1,3
63,7,7,1,0
63,7,7,1,23
63,7,7,1,1
63,7,7,1,10
63,7,7,1,0
63,7,7,1,1
63,7,7,1,0
63,7,7,1,0
63,7,7,1,1375
63,7,7,1,0
63,7,7,1,81
63,7,7,1,12
63,7,7,1,1
63,7,7,1,0
63,7,7,1,4
63,7,7,1,53
63,7,7,1,3
63,7,7,1,16
63,7,7,1,0
63,7,7,1,4
63,7,7,1,14
63,7,7,1,0
63,7,7,1,0
63,7,7,1,16
63,7,7,1,17
63,7,7,1,68
63,7,7,1,20
63,7,7,1,1
63,7,7,1,6
63,7,7,1,5
63,7,7,1,55
63,7,7,1,5
63,7,7,1,3
63,8,8,1,3
63,8,8,1,10
63,8,8,1,288
63,8,8,1,82
63,8,8,1,17
63,8,8,1,1
63,8,8,1,3
63,8,8,1,65
63,8,8,1,13
63,8,8,1,0
63,8,8,1,3
63,8,8,1,1
63,8,8,1,3
63,8,8,1,1
63,8,8,1,0
63,8,8,1,0
63,8,8,1,38
63,8,8,1,28
63,8,8,1,1
63,8,8,1,5
63,8,8,1,0
63,8,8,1,0
63,8,8,1,0
63,8,8,1,0
63,8,8,1,0
63,8,8,1,1
63,8,8,1,0
63,8,8,1,2
63,8,8,1,14
63,8,8,1,15
63,8,8,1,2
63,8,8,1,13
63,8,8,1,0
63,8,8,1,1
63,8,8,1,0
63,8,8,1,11
63,8,8,1,0
63,8,8,1,3
63,8,8,1,2
63,8,8,1,1
63,8,8,1,52
63,8,8,1,1
63,8,8,1,0
63,8,8,1,9
63,8,8,1,0
63,8,8,1,3
63,8,8,1,84
63,8,8,1,0
63,8,8,1,6
63,8,8,1,0
63,8,8,1,2
63,8,8,1,0
63,8,8,1,0
63,8,8,1,1
63,8,8,1,0
63,8,8,1,16
63,8,8,1,46
63,8,8,1,0
63,8,8,1,0
63,8,8,1,0
63,8,8,1,6
63,8,8,1,0
63,8,8,1,1
63,8,8,1,2
63,8,8,1,307
63,8,8,1,0
63,8,8,1,3
63,8,8,1,15
63,8,8,1,10
63,8,8,1,1
63,8,8,1,4
63,8,8,1,0
63,8,8,1,10
63,8,8,1,1
63,8,8,1,0
63,8,8,1,6
63,8,8,1,56
63,8,8,1,0
63,8,8,1,2
63,8,8,1,2
63,8,8,1,0
63,8,8,1,0
63,8,8,1,0
63,8,8,1,1
63,8,8,1,0
63,8,8,1,60
63,8,8,1,8
63,8,8,1,18
63,8,8,1,183
63,8,8,1,0
63,8,8,1,0
63,8,8,1,5
63,8,8,1,1
63,8,8,1,1
63,8,8,1,1
63,8,8,1,59
63,8,8,1,5
63,8,8,1,0
63,8,8,1,12
63,8,8,1,142
63,9,9,1,0
63,9,9,1,127
63,9,9,1,0
63,9,9,1,1
63,9,9,1,1
63,9,9,1,1
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,26
63,9,9,1,1
63,9,9,1,2
63,9,9,1,5
63,9,9,1,37
63,9,9,1,270
63,9,9,1,17
63,9,9,1,37
63,9,9,1,0
63,9,9,1,86
63,9,9,1,0
63,9,9,1,0
63,9,9,1,9
63,9,9,1,2
63,9,9,1,10
63,9,9,1,7
63,9,9,1,15
63,9,9,1,18
63,9,9,1,6
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,22
63,9,9,1,101
63,9,9,1,2
63,9,9,1,94
63,9,9,1,3
63,9,9,1,21
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,12
63,9,9,1,0
63,9,9,1,1
63,9,9,1,1
63,9,9,1,1
63,9,9,1,0
63,9,9,1,2
63,9,9,1,0
63,9,9,1,74
63,9,9,1,0
63,9,9,1,0
63,9,9,1,1
63,9,9,1,6
63,9,9,1,0
63,9,9,1,33
63,9,9,1,1
63,9,9,1,1
63,9,9,1,0
63,9,9,1,7
63,9,9,1,0
63,9,9,1,18
63,9,9,1,1
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,1
63,9,9,1,1
63,9,9,1,2
63,9,9,1,24
63,9,9,1,13
63,9,9,1,118
63,9,9,1,1
63,9,9,1,11
63,9,9,1,0
63,9,9,1,0
63,9,9,1,0
63,9,9,1,9
63,9,9,1,0
63,9,9,1,1
63,9,9,1,0
63,9,9,1,3
63,9,9,1,1
63,9,9,1,1
63,9,9,1,12
63,9,9,1,1
63,9,9,1,0
63,9,9,1,237
63,9,9,1,1
63,9,9,1,16
63,9,9,1,4
63,9,9,1,5
63,9,9,1,7
63,9,9,1,12
63,9,9,1,0
63,9,9,1,1
63,9,9,1,2
63,9,9,1,7
63,9,9,1,21
63,9,9,1,12
63,10,10,1,11
63,10,10,1,0
63,10,10,1,3
63,10,10,1,0
63,10,10,1,2
63,10,10,1,12
63,10,10,1,4
63,10,10,1,16
63,10,10,1,9
63,10,10,1,48
63,10,10,1,133
63,10,10,1,7
63,10,10,1,1
63,10,10,1,0
63,10,10,1,0
63,10,10,1,1
63,10,10,1,10
63,10,10,1,6
63,10,10,1,4
63,10,10,1,0
63,10,10,1,7
63,10,10,1,0
63,10,10,1,0
63,10,10,1,1
63,10,10,1,115
63,10,10,1,2
63,10,10,1,0
63,10,10,1,0
63,10,10,1,0
63,10,10,1,0
63,10,10,1,5
63,10,10,1,1
63,10,10,1,4
63,10,10,1,3
63,10,10,1,3
63,10,10,1,13
63,10,10,1,1
63,10,10,1,0
63,10,10,1,0
63,10,10,1,9
63,10,10,1,12
63,10,10,1,9
63,10,10,1,13
63,10,10,1,1
63,10,10,1,1
63,10,10,1,40
63,10,10,1,0
63,10,10,1,4
63,10,10,1,15
63,10,10,1,3
63,10,10,1,19
63,10,10,1,3
63,10,10,1,1
63,10,10,1,2
63,10,10,1,7
63,10,10,1,43
63,10,10,1,0
63,10,10,1,0
63,10,10,1,171
63,10,10,1,5
63,10,10,1,0
63,10,10,1,8
63,10,10,1,63
63,10,10,1,1
63,10,10,1,3
63,10,10,1,1
63,10,10,1,1
63,10,10,1,3
63,10,10,1,23
63,10,10,1,0
63,10,10,1,2
63,10,10,1,8
63,10,10,1,12
63,10,10,1,2
63,10,10,1,1
63,10,10,1,13
63,10,10,1,2
63,10,10,1,1
63,10,10,1,0
63,10,10,1,1
63,10,10,1,6
63,10,10,1,0
63,10,10,1,1
63,10,10,1,1
63,10,10,1,1
63,10,10,1,0
63,10,10,1,47
63,10,10,1,8
63,10,10,1,0
63,10,10,1,7
63,10,10,1,1
63,10,10,1,1
63,10,10,1,3
63,10,10,1,4
63,10,10,1,13
63,10,10,1,1
63,10,10,1,1
63,10,10,1,12
63,10,10,1,0
63,10,10,1,30
63,11,11,1,6
63,11,11,1,0
63,11,11,1,1
63,11,11,1,0
63,11,11,1,1
63,11,11,1,6
63,11,11,1,0
63,11,11,1,13
63,11,11,1,38
63,11,11,1,27
63,11,11,1,25
63,11,11,1,10
63,11,11,1,1
63,11,11,1,1
63,11,11,1,1
63,11,11,1,4
63,11,11,1,0
63,11,11,1,0
63,11,11,1,8
63,11,11,1,5
63,11,11,1,5
63,11,11,1,58
63,11,11,1,16
63,11,11,1,1
63,11,11,1,4
63,11,11,1,0
63,11,11,1,1
63,11,11,1,0
63,11,11,1,17
63,11,11,1,431
63,11,11,1,9
63,11,11,1,0
63,11,11,1,5
63,11,11,1,2
63,11,11,1,0
63,11,11,1,38
63,11,11,1,0
63,11,11,1,2
63,11,11,1,138
63,11,11,1,1
63,11,11,1,0
63,11,11,1,4
63,11,11,1,3
63,11,11,1,19
63,11,11,1,2
63,11,11,1,5
63,11,11,1,0
63,11,11,1,1
63,11,11,1,39
63,11,11,1,6
63,11,11,1,1
63,11,11,1,1
63,11,11,1,1
63,11,11,1,0
63,11,11,1,1
63,11,11,1,1
63,11,11,1,3
63,11,11,1,32
63,11,11,1,36
63,11,11,1,143729
63,11,11,1,0
63,11,11,1,1
63,11,11,1,1
63,11,11,1,0
63,11,11,1,0
63,11,11,1,15
63,11,11,1,0
63,11,11,1,2
63,11,11,1,1
63,11,11,1,26
63,11,11,1,5
63,11,11,1,34
63,11,11,1,1
63,11,11,1,1
63,11,11,1,5
63,11,11,1,0
63,11,11,1,1
63,11,11,1,1
63,11,11,1,4
63,11,11,1,0
63,11,11,1,3
63,11,11,1,11
63,11,11,1,0
63,11,11,1,0
63,11,11,1,3
63,11,11,1,73
63,11,11,1,1
63,11,11,1,5
63,11,11,1,1
63,11,11,1,17
63,11,11,1,25
63,11,11,1,0
63,11,11,1,3
63,11,11,1,1
63,11,11,1,22
63,11,11,1,1
63,11,11,1,3
63,11,11,1,13
63,11,11,1,0
63,11,11,1,55
63,12,12,1,3
63,12,12,1,3
63,12,12,1,44
63,12,12,1,52
63,12,12,1,1
63,12,12,1,1
63,12,12,1,0
63,12,12,1,11
63,12,12,1,3
63,12,12,1,25
63,12,12,1,2
63,12,12,1,60
63,12,12,1,5
63,12,12,1,0
63,12,12,1,4
63,12,12,1,2
63,12,12,1,1
63,12,12,1,0
63,12,12,1,1
63,12,12,1,5
63,12,12,1,17
63,12,12,1,0
63,12,12,1,0
63,12,12,1,7
63,12,12,1,14
63,12,12,1,99
63,12,12,1,0
63,12,12,1,0
63,12,12,1,5
63,12,12,1,11
63,12,12,1,29
63,12,12,1,0
63,12,12,1,1
63,12,12,1,0
63,12,12,1,4
63,12,12,1,2
63,12,12,1,176
63,12,12,1,14
63,12,12,1,0
63,12,12,1,4
63,12,12,1,0
63,12,12,1,1
63,12,12,1,0
63,12,12,1,0
63,12,12,1,5
63,12,12,1,0
63,12,12,1,1
63,12,12,1,5
63,12,12,1,29
63,12,12,1,1
63,12,12,1,4
63,12,12,1,0
63,12,12,1,18
63,12,12,1,0
63,12,12,1,186
63,12,12,1,1
63,12,12,1,5
63,12,12,1,1
63,12,12,1,1
63,12,12,1,4
63,12,12,1,5
63,12,12,1,2
63,12,12,1,0
63,12,12,1,0
63,12,12,1,23
63,12,12,1,13
63,12,12,1,22
63,12,12,1,7
63,12,12,1,19
63,12,12,1,0
63,12,12,1,0
63,12,12,1,1
63,12,12,1,19
63,12,12,1,2
63,12,12,1,1
63,12,12,1,9
63,12,12,1,1
63,12,12,1,0
63,12,12,1,1
63,12,12,1,3
63,12,12,1,0
63,12,12,1,79
63,12,12,1,13
63,12,12,1,1
63,12,12,1,5
63,12,12,1,3
63,12,12,1,38
63,12,12,1,4
63,12,12,1,23
63,12,12,1,3
63,12,12,1,12
63,12,12,1,441
63,12,12,1,0
63,12,12,1,1
63,12,12,1,0
63,12,12,1,5
63,12,12,1,3
63,12,12,1,0
63,12,12,1,0
63,12,12,1,1
63,13,13,1,5
63,13,13,1,37
63,13,13,1,2
63,13,13,1,11
63,13,13,1,1
63,13,13,1,26
63,13,13,1,5
63,13,13,1,2
63,13,13,1,0
63,13,13,1,5
63,13,13,1,0
63,13,13,1,1
63,13,13,1,25
63,13,13,1,6
63,13,13,1,17
63,13,13,1,0
63,13,13,1,0
63,13,13,1,0
63,13,13,1,3
63,13,13,1,7
63,13,13,1,2
63,13,13,1,1
63,13,13,1,0
63,13,13,1,0
63,13,13,1,7
63,13,13,1,8
63,13,13,1,1
63,13,13,1,0
63,13,13,1,1
63,13,13,1,0
63,13,13,1,3
63,13,13,1,5
63,13,13,1,11
63,13,13,1,5
63,13,13,1,1
63,13,13,1,0
63,13,13,1,0
63,13,13,1,1
63,13,13,1,1
63,13,13,1,3
63,13,13,1,2
63,13,13,1,0
63,13,13,1,0
63,13,13,1,9
63,13,13,1,3
63,13,13,1,1
63,13,13,1,0
63,13,13,1,5
63,13,13,1,0
63,13,13,1,2
63,13,13,1,0
63,13,13,1,4
63,13,13,1,0
63,13,13,1,0
63,13,13,1,14
63,13,13,1,6
63,13,13,1,1
63,13,13,1,3
63,13,13,1,5
63,13,13,1,3
63,13,13,1,7
63,13,13,1,3
63,13,13,1,37
63,13,13,1,1
63,13,13,1,0
63,13,13,1,15
63,13,13,1,1
63,13,13,1,5
63,13,13,1,1
63,13,13,1,0
63,13,13,1,1
63,13,13,1,543
63,13,13,1,0
63,13,13,1,2
63,13,13,1,1
63,13,13,1,36
63,13,13,1,29
63,13,13,1,0
63,13,13,1,19
63,13,13,1,0
63,13,13,1,5
63,13,13,1,56
63,13,13,1,9
63,13,13,1,0
63,13,13,1,7
63,13,13,1,0
63,13,13,1,1
63,13,13,1,1
63,13,13,1,0
63,13,13,1,2
63,13,13,1,1
63,13,13,1,2
63,13,13,1,1
63,13,13,1,6
63,13,13,1,5
63,13,13,1,8
63,13,13,1,6
63,13,13,1,0
63,13,13,1,11
63,13,13,1,21
63,14,14,1,25
63,14,14,1,2
63,14,14,1,2
63,14,14,1,0
63,14,14,1,2
63,14,14,1,0
63,14,14,1,4
63,14,14,1,0
63,14,14,1,0
63,14,14,1,3
63,14,14,1,1
63,14,14,1,0
63,14,14,1,1
63,14,14,1,18
63,14,14,1,1
63,14,14,1,3
63,14,14,1,81
63,14,14,1,15
63,14,14,1,1
63,14,14,1,4
63,14,14,1,3
63,14,14,1,0
63,14,14,1,0
63,14,14,1,15
63,14,14,1,9
63,14,14,1,4
63,14,14,1,3
63,14,14,1,3
63,14,14,1,0
63,14,14,1,53
63,14,14,1,12
63,14,14,1,0
63,14,14,1,1
63,14,14,1,0
63,14,14,1,28
63,14,14,1,0
63,14,14,1,1
63,14,14,1,1
63,14,14,1,0
63,14,14,1,13
63,14,14,1,300
63,14,14,1,13
63,14,14,1,429
63,14,14,1,1
63,14,14,1,26
63,14,14,1,0
63,14,14,1,1
63,14,14,1,0
63,14,14,1,1
63,14,14,1,7
63,14,14,1,1
63,14,14,1,11
63,14,14,1,0
63,14,14,1,5
63,14,14,1,1
63,14,14,1,7
63,14,14,1,16
63,14,14,1,1
63,14,14,1,0
63,14,14,1,13
63,14,14,1,6
63,14,14,1,1
63,14,14,1,1
63,14,14,1,1
63,14,14,1,0
63,14,14,1,17
63,14,14,1,0
63,14,14,1,4
63,14,14,1,1
63,14,14,1,10
63,14,14,1,1
63,14,14,1,3
63,14,14,1,1
63,14,14,1,1504
63,14,14,1,1
63,14,14,1,4
63,14,14,1,57
63,14,14,1,0
63,14,14,1,23
63,14,14,1,1
63,14,14,1,22
63,14,14,1,0
63,14,14,1,1
63,14,14,1,10
63,14,14,1,1
63,14,14,1,0
63,14,14,1,0
63,14,14,1,4
63,14,14,1,2
63,14,14,1,6
63,14,14,1,1
63,14,14,1,0
63,14,14,1,7
63,14,14,1,2
63,14,14,1,0
63,14,14,1,11
63,14,14,1,1
63,14,14,1,220
63,14,14,1,0
63,14,14,1,109
63,15,15,1,1
63,15,15,1,3
63,15,15,1,10
63,15,15,1,13
63,15,15,1,14
63,15,15,1,16
63,15,15,1,1
63,15,15,1,0
63,15,15,1,8
63,15,15,1,1
63,15,15,1,0
63,15,15,1,0
63,15,15,1,0
63,15,15,1,1
63,15,15,1,0
63,15,15,1,69
63,15,15,1,0
63,15,15,1,0
63,15,15,1,0
63,15,15,1,0
63,15,15,1,0
63,15,15,1,3
63,15,15,1,2
63,15,15,1,0
63,15,15,1,12
63,15,15,1,18
63,15,15,1,0
63,15,15,1,0
63,15,15,1,24
63,15,15,1,0
63,15,15,1,9
63,15,15,1,0
63,15,15,1,4
63,15,15,1,3
63,15,15,1,20
63,15,15,1,0
63,15,15,1,1
63,15,15,1,0
63,15,15,1,1
63,15,15,1,9
63,15,15,1,1
63,15,15,1,172
63,15,15,1,0
63,15,15,1,53
63,15,15,1,6
63,15,15,1,0
63,15,15,1,2
63,15,15,1,2
63,15,15,1,17
63,15,15,1,4
63,15,15,1,1
63,15,15,1,5
63,15,15,1,0
63,15,15,1,0
63,15,15,1,2
63,15,15,1,9
63,15,15,1,4
63,15,15,1,3
63,15,15,1,0
63,15,15,1,463
63,15,15,1,0
63,15,15,1,1
63,15,15,1,0
63,15,15,1,2
63,15,15,1,18
63,15,15,1,1
63,15,15,1,0
63,15,15,1,1
63,15,15,1,2
63,15,15,1,0
63,15,15,1,1
63,15,15,1,7
63,15,15,1,30
63,15,15,1,252
63,15,15,1,1
63,15,15,1,8
63,15,15,1,59
63,15,15,1,1
63,15,15,1,0
63,15,15,1,2
63,15,15,1,40
63,15,15,1,1
63,15,15,1,1
63,15,15,1,2
63,15,15,1,1
63,15,15,1,1
63,15,15,1,76
63,15,15,1,0
63,15,15,1,0
63,15,15,1,1
63,15,15,1,1
63,15,15,1,1
63,15,15,1,3
63,15,15,1,2
63,15,15,1,0
63,15,15,1,7
63,15,15,1,1
63,15,15,1,0
63,15,15,1,0
63,15,15,1,4
63,16,16,1,0
63,16,16,1,7
63,16,16,1,0
63,16,16,1,0
63,16,16,1,1
63,16,16,1,2
63,16,16,1,0
63,16,16,1,2
63,16,16,1,0
63,16,16,1,0
63,16,16,1,1
63,16,16,1,2
63,16,16,1,0
63,16,16,1,3
63,16,16,1,17
63,16,16,1,0
63,16,16,1,0
63,16,16,1,16
63,16,16,1,0
63,16,16,1,0
63,16,16,1,144
63,16,16,1,1
63,16,16,1,0
63,16,16,1,6
63,16,16,1,0
63,16,16,1,6
63,16,16,1,0
63,16,16,1,3
63,16,16,1,1
63,16,16,1,1
63,16,16,1,0
63,16,16,1,0
63,16,16,1,6
63,16,16,1,1
63,16,16,1,1
63,16,16,1,1
63,16,16,1,3
63,16,16,1,8
63,16,16,1,0
63,16,16,1,1
63,16,16,1,0
63,16,16,1,0
63,16,16,1,7
63,16,16,1,0
63,16,16,1,6
63,16,16,1,8
63,16,16,1,18
63,16,16,1,0
63,16,16,1,0
63,16,16,1,0
63,16,16,1,5
63,16,16,1,15
63,16,16,1,2
63,16,16,1,1
63,16,16,1,1
63,16,16,1,1
63,16,16,1,3
63,16,16,1,2
63,16,16,1,9
63,16,16,1,24
63,16,16,1,37
63,16,16,1,0
63,16,16,1,5
63,16,16,1,0
63,16,16,1,13
63,16,16,1,1
63,16,16,1,5
63,16,16,1,5
63,16,16,1,0
63,16,16,1,0
63,16,16,1,1
63,16,16,1,3
63,16,16,1,6
63,16,16,1,0
63,16,16,1,1
63,16,16,1,21
63,16,16,1,2
63,16,16,1,2
63,16,16,1,2
63,16,16,1,0
63,16,16,1,0
63,16,16,1,5
63,16,16,1,4
63,16,16,1,2
63,16,16,1,1
63,16,16,1,0
63,16,16,1,0
63,16,16,1,0
63,16,16,1,12
63,16,16,1,0
63,16,16,1,3
63,16,16,1,0
63,16,16,1,0
63,16,16,1,1
63,16,16,1,0
63,16,16,1,0
63,16,16,1,1
63,16,16,1,0
63,16,16,1,25
63,16,16,1,0
63,17,17,1,12
63,17,17,1,1
63,17,17,1,7
63,17,17,1,29
63,17,17,1,0
63,17,17,1,3
63,17,17,1,0
63,17,17,1,1
63,17,17,1,2
63,17,17,1,3
63,17,17,1,0
63,17,17,1,0
63,17,17,1,1
63,17,17,1,1
63,17,17,1,4
63,17,17,1,0
63,17,17,1,1
63,17,17,1,1
63,17,17,1,0
63,17,17,1,0
63,17,17,1,46
63,17,17,1,4
63,17,17,1,1
63,17,17,1,0
63,17,17,1,1
63,17,17,1,0
63,17,17,1,1
63,17,17,1,0
63,17,17,1,16
63,17,17,1,1
63,17,17,1,1
63,17,17,1,0
63,17,17,1,10
63,17,17,1,0
63,17,17,1,10
63,17,17,1,4
63,17,17,1,1
63,17,17,1,0
63,17,17,1,0
63,17,17,1,0
63,17,17,1,2
63,17,17,1,5
63,17,17,1,0
63,17,17,1,2
63,17,17,1,9
63,17,17,1,9
63,17,17,1,0
63,17,17,1,1
63,17,17,1,0
63,17,17,1,3
63,17,17,1,1
63,17,17,1,1
63,17,17,1,4
63,17,17,1,20
63,17,17,1,2
63,17,17,1,4
63,17,17,1,4
63,17,17,1,3
63,17,17,1,0
63,17,17,1,17
63,17,17,1,1
63,17,17,1,1
63,17,17,1,0
63,17,17,1,0
63,17,17,1,13
63,17,17,1,10
63,17,17,1,6
63,17,17,1,1
63,17,17,1,104
63,17,17,1,0
63,17,17,1,5
63,17,17,1,4
63,17,17,1,4
63,17,17,1,0
63,17,17,1,0
63,17,17,1,0
63,17,17,1,0
63,17,17,1,11
63,17,17,1,1
63,17,17,1,1
63,17,17,1,47
63,17,17,1,0
63,17,17,1,4
63,17,17,1,3
63,17,17,1,20
63,17,17,1,83
63,17,17,1,2
63,17,17,1,2
63,17,17,1,0
63,17,17,1,2
63,17,17,1,0
63,17,17,1,2
63,17,17,1,0
63,17,17,1,0
63,17,17,1,9
63,17,17,1,0
63,17,17,1,0
63,17,17,1,0
63,17,17,1,4
63,17,17,1,1
63,18,18,1,1
63,18,18,1,10
63,18,18,1,3
63,18,18,1,9
63,18,18,1,20
63,18,18,1,24
